houses,committee,speaker,date,speech_order,speech_text
衆議院,厚生労働委員会,堀内照文,20161021,196,資格者は三分の一でいいということも、その前には「概ね」という言葉があったり、だから、もともと緩いのに、さらに、それを何か守らなくても仕方がないかのような書き方なんです。先ほどの一人だけという時間帯も、「必要最小限」とかですね。ですから、こういう基準は、私は、幾ら認可外だとはいえ、やはり即刻改めるべきだと思うんです、命と安全が守られる基準にすべきだと。立ち入りの問題などは、少し、後でまたやりたいと思うんです。国は、そのための必要な支援、さらに言えば、今ありました認可化へ進んでいくようなことを、さらに強化をしていただきたいと思います。しかし、実際に国が進めてきたのは、認可外の基準を厳しくするどころか、待機児童の受け皿整備として、認可外である企業主導型保育の導入でありました。これはどういうものであるかということを、運営や設置基準、職員の数やその資格者等、少しお答えいただきたいと思います。
衆議院,厚生労働委員会,中島誠,20161021,197,委員お尋ねの企業主導型保育事業は、本年の四月から展開させていただいているところでございますけれども、これにつきましては、児童福祉法上の位置づけといたしましては、認可外保育施設ということではございます。ただ、その人員配置、施設設備の基準につきましては、子ども・子育て支援新制度におけます事業所内保育事業、また小規模保育事業の基準と実質的に同等なものとなるようにという形で、より高い基準を設けさせていただいているということでございます。また、職員配置基準につきましては、特に保育の質の向上のため、保育士の割合を七五％、一〇〇％と上げるごとに補助単価もふえるという仕組みを設けておるところでございまして、質の確保をしっかり図るべく制度を組んでおるところでございます。
衆議院,厚生労働委員会,堀内照文,20161021,198,補助単価を上げて保育士を確保していくということでありますけれども、もともとが小規模等と同等ですから、資格者は半分ということになるわけであります。規制緩和された施設です。この春以来の、保育園落ちたの私だというお父さん、お母さんたちの運動は、国会内でも何回も院内集会も開かれましたが、中には、我が子を、それこそ保育事故で亡くしたという方もお見えでした。やはり共通して言われているのは、質の確保をという訴えでありました。大臣は、この三月のこのときにも、そのお母さんたちと直接、署名も受け取られたんだと思うんです。質の確保をと求めているにもかかわらず、基準を緩めた企業主導型の導入ということでいいのかということであります。先ほど紹介した、三月に東京都中央区の事業所内施設で我が子を亡くされたお母さんも、五月の院内集会に来られておりました。私も直接お話を伺いましたけれども、三月に亡くなって五月の集会ですから、この二カ月は怒りだけで生きてきたと、声を振り絞って発言をされておりました。その方が言っていたのは、まさに、五万人もの企業主導型保育の導入なんて意味がわからないという声で、厳しい批判でありました。真っ正面からやはりこれを受けとめるべきだと思うんですね。資格者は半分でいい、現在の小規模保育等と同等だとはいえ、小規模保育の場合はゼロ歳から二歳までであります。対して、企業主導型保育はゼロ歳から五歳まで預けられるわけであります。定員規模の規制もありません。既に応募されたものを見ますと、二百人の大規模な園も見られます。本当に安全がこれで確保できるのかと思います。そこで大事なのが指導監督体制なんだと思うんですが、一つは、そういった施設整備や運営費の助成の業務をつかさどる児童育成協会からの、助成要件の確認にかかわる指導監査だと思うんですが、この協会は、現在何人の体制、どれぐらいの人員規模で今後進めようとしているのか、教えていただきたいと思います。〔委員長退席、高鳥委員長代理着席〕
衆議院,厚生労働委員会,中島誠,20161021,199,児童育成協会におきましては、現在、助成申請に係る御相談、さらには申請書類の審査に係る事務をつかさどらせていただいておりまして、今のところ、総勢十四名の体制で行っているところでございます。この保育事業につきましては、児童福祉法に基づきまして都道府県が立入調査などの指導監督を行うということになっておりますが、児童育成協会におきましても、助成要領に基づいて、必要と認めるときには事業所の設備、運営について調査をするとともに、必要に応じ、助言及び指導を行うことができるということでございます。現在、整備費及び運営費の申請をいただいておりますが、その審査においても、いささか気になるなという点があるところにつきましては、児童育成協会の職員が実地調査等を行うような対応をしております。整備が終われば、いよいよ運営ということが本格化していきますので、今後、児童育成協会としての計画的な指導監査等の体制整備というものが急務だと思っております。人員面の対応、予算上の手当ても含め、早急にしっかり準備を進めてまいりたいと思っておるところでございます。
衆議院,厚生労働委員会,堀内照文,20161021,200,目標とする人員体制は大体これぐらいでやりたいということはあるんでしょうか。
衆議院,厚生労働委員会,中島誠,20161021,201,先月に、第一回目の募集の第一次内示をさせていただいたところでございます。今後、第二次募集、第三次募集とさせていただきます。今のところ、整備費中心でございますけれども、それぞれ、整備が終わった園については運営が開始されますので、そういった情報というものを的確にシミュレーションして、現在どの程度の体制が必要なのか。少なくとも年に一回入る、または気になる事業所については臨時でも立ち入れるような体制を整える、もろもろ、どういう条件のもとに指導していくのか、そしてどれだけの量をカバーするのかということで、現在、検討させていただいて、準備をしたいと思っておるところでございます。
衆議院,厚生労働委員会,堀内照文,20161021,202,立ち入りも含めてやるとなると、今の十四人では到底、これは五万人の規模ですから、恐らく数千という施設でしょうから、これは本当に、それに見合う体制が必要でありますので、やはり、ここはしっかりやっていただかなければならないと思います。もう一方の指導監督の目は、各都道府県や政令市などによるものであります。しかしこれは、自治体によって立ち入りの、原則年一回ですが、入り方というのが非常にばらつきがあるなと思いました。東京都はほとんど進んでいないというのが報道もされたし、きのう参議院では我が党の田村智子議員も内閣委員会で指摘をしたところだと思います。ほかの、さいたま市とか千葉市などでも実施率が低いことや、中核市では、箇所数は少ないにもかかわらず一〇〇％入れていないと。そういうところを、きちんと監督の目が行き届く必要がやはりあると思うんです。国として、これをしっかりやらせるということでは、どういう対応をされますか。
衆議院,厚生労働委員会,吉田学,20161021,203,認可外の保育施設に対する立入調査につきましては、適正な保育内容あるいは保育環境を確保するという観点から、先ほど来御指摘いただいていますように、原則として年一回以上行うということを私どもとして通知で示しておりまして、それぞれの自治体における適切な指導監督が実施されるように促しているところでございます。一方で、今幾つか例を挙げられましたけれども、認可外保育施設が多数設置されている都市部の一部においては、その施設数に対応する指導監督をする職員が十分に配置されていない状況ということから、立入調査の実施率が低調となっている自治体もございます。ただ、全体を拝見しますと、それぞれの自治体、一〇〇％きちっと対応していただいているところもございますので、今申し上げたところ、一部かとは思いますけれども、御指摘いただいたような低調となっている自治体もあるということは、私どもも十分認識をしてございます。厚生労働省としましては、二十九年度の概算要求において、睡眠中、食事中、水遊び中などの重大事故が発生しやすい場面などの指導を行う巡回支援の指導員というものを、配置を要求してございます。自治体において、この指導員と従来の指導監督部門が十分に連携を図っていただいて、適切な立入調査の実施につなげていくということが必要かなというふうに思っております。認可外保育施設における保育の質の確保という意味では、実効的な指導監督が行われるように、私ども厚生労働省としましては、先ほど来申しておりますような、指導監督に係る通知というものの内容を自治体の方々に再度認識いただくような周知徹底をいろいろな機会に重ねさせていただくとともに、それぞれの自治体の取り組みを私どもとしても支援してまいりたいというふうに考えております。
衆議院,厚生労働委員会,堀内照文,20161021,204,次年度の概算要求でもというお話がありましたが、立ち入りは、通常は事前通告をしてですので、抜き打ちではありません。本当に実効ある立ち入りができるような人員配置、これは本当に最後まで、ぜひ見届けていただきたいと思っております。都道府県などが立入調査に入った際、またはその後に、改善のための助言や指導、また改善指導、改善勧告を行うことができます。それでもなお改善の見通しがなく、また著しく有害だと認められる場合には、事業停止命令や施設閉鎖命令を行うことができることになっております。この十年、この事業停止命令と施設閉鎖命令は、それぞれ何件あったでしょうか。
衆議院,厚生労働委員会,吉田学,20161021,205,お答えいたします。直近十年ということで、平成十七年度から平成二十六年度までの認可外保育施設に対する事業停止命令及び施設閉鎖命令につきましては、いずれも、それぞれ一件ずつというのが実績でございます。
衆議院,厚生労働委員会,堀内照文,20161021,206,ベビーホテルを含む認可外施設への立入調査で指導監督基準に適合していない施設というのは、大体毎年二千カ所を超えています。うち千五百カ所程度で文書指導がなされています。にもかかわらず、改善勧告は毎年一、二件とか数件で、事業停止や閉鎖ということでは、今あったように十年でそれぞれ一件ずつなんです。そこまでの指導で全部改善をした結果がそうであればいいんですが、そうじゃありません。二〇〇九年十一月、大阪市の認可外保育施設で四カ月の男の子が亡くなった事例では、大阪市が立入調査を行う中で、三年連続で保育士資格者不足と指摘をされておりました。大阪市では、口頭での改善指導を行い、おおむね一カ月以内に改善されなければ文書指導、もしくは改善勧告、それからさらにおおむね一カ月以内に改善されなければ、公表、事業停止、または施設閉鎖命令、そういう規定なんです。ところが、大阪市のこの資格者不足だという指摘に対して、施設側は、有資格者公募、募集しているんだと、そういうふうに報告をしまして、それを受けた大阪市は、改善はされていないけれどもその努力が行われているんだとして、それ以上追及がなかったと。ほかにも、立入調査の報告書の中には、午前中なのに服が汚れている子供がいるとか、子供たちの表情が乏しいとか、問題が指摘されていました。にもかかわらず、そういうやりとりが三年続けられて、ついに無資格者だけの保育の時間帯で男の子が亡くなったということです。多くのところで聞きますと、結局、問題があっても、亡くなった例なんかもあっても、他の在園児の行き先が決まらないからと指導や命令がちゅうちょされる例があるんだというんです。そうして、ちゅうちょしている間に大切な命が失われる、これはあってはならないと私は思うんですね。命を守るということを最優先にして、指導後の対応で改善が見られなければ、ちゃんと規定があるわけですから、勧告、公表、事業停止命令や閉鎖命令、この適切な運用にしっかり改善していくことが必要だと思うんですが、大臣、いかがですか。
衆議院,厚生労働委員会,塩崎恭久,20161021,207,これは、児童福祉法上、都道府県知事などが児童の福祉のために必要だというふうに認めたときは、認可外保育施設に対して、事業の停止、そして施設の閉鎖を命じることが可能になってはいるわけであります。これらの命令につきましては、重大な行政処分であることから、改善勧告を行ったにもかかわらず改善が行われていない場合であって、かつ、改善の見通しがなく、児童福祉に著しく有害であると認められるときに行使をすることとしておりまして、口頭指導や文書指導などに比べて実施件数が少ないということで、先ほど数字が出てきたとおりでございます。一方、口頭や文書での指導や改善勧告といった段階を踏んでいる時間的余裕がなくて、かつ、これを放置することが児童福祉に著しく有害であると認められた場合は、ちゅうちょなく事業の停止命令や施設の閉鎖命令を行うべきではないかというふうに考えております。現に、これらの命令は原則として都道府県児童福祉審議会の意見を聞くということになっておりますが、鳥取県が平成二十六年に業務停止命令を行った際には、緊急に児童の生命または身体の安全を確保する必要があると判断を鳥取県自体がして、都道府県児童福祉審議会の意見を聞く手続を省いたということがございました。こうした考え方については、指導監督の指針によって自治体に対して通知をしておりまして、児童の安全の確保を第一に考えるということが重要でありますので、迅速な対応を行うように、引き続き、自治体に対して厚生労働省として指導をしてまいりたいというふうに思います。
衆議院,厚生労働委員会,堀内照文,20161021,208,命第一で、ぜひ徹底していただきたいと思います。事故が起きたとき、施設から自治体へ報告書、事故報告が出されます。今も少しありました。ところが、この書類が施設側に都合よく報告される例が多くて、事故の真の原因の検証もされずに、多くの保護者が泣き寝入りするという例があります。資料で二枚目につけておきました。この三月に東京都大田区の認可外施設で、生後六カ月の女の子が亡くなった事例であります。厚労省から取り寄せた事故報告の公表データベースをつけておきました。施設からは、十分置きに子供の様子を見ていたが、急変して、死因は不明だというふうになっているんです。しかし、私、直接母親からお聞きをいたしました。全然違うんです。事故が起こったのは三月でした。まだ寒い時期で、園長、無資格者の園長でしたが、もっとちゃんと着せなさいということで、登園するのに、かなり厚手の上着を着て、中にも結構重ね着をして行ったんだと。にもかかわらず、預けられてから、一切、上着も含めて脱がされないまま、暖房のきいた部屋のベビーベッドに寝かされ、さらに毛布、布団をかけられて寝かされていた。ですから、病院で告げられた死因は脱水なんです、これは死因不明と書いてあるんですけれども。保護者が異議申し立てをしなければ、今言ったことがわからなかったんです。施設からの報告がそのまま事実として確定してしまうというのが、今の報告用紙の格好なんですね。赤ちゃんの急死を考える会の皆さんが、厚労省に申し入れをされております。この事故報告の用紙、各当事者家族の記入欄を設けるような様式にしてほしいという改善提案です。家族にとってみれば、我が子に起きた事故にもかかわらず、行政に対して情報開示等の手続をとらなければ報告内容を知ることができない。改善の内容として、第一報では家族に対する対応の経過も報告させ、第二報で家族からの確認をきちんと用紙に書き込ませる、もしくはコメント欄を設けて家族が書き込めるようにする。そういった、一方の当事者が排除されない仕組み、家族がかかわれる形への改善、これが必要だと思うんですが、いかがでしょうか。
衆議院,厚生労働委員会,中島誠,20161021,209,委員御指摘の事故報告でございますけれども、昨年の二月に通知をさせていただいているところでございます。事故が発生いたしました場合には、まず第一報として、発生日時、お子さんの年齢、性別、発生場所、発生状況を報告していただく、そしてその上で、原則一カ月以内に事故の概要、事故発生の要因分析をしていただくということで、それを自治体、さらには自治体から国の方に報告をいただくということになっておるところでございます。自治体におかれましては、この第二報、すなわち事故の概要、事故発生の要因分析等の報告を国に行っていただくに際しては、その内容について保護者等の了解をとっていただきたいという形の運用をさせていただいておるところでございまして、当事者の御家族が関与し得る仕組みとなっております。もし、本日御指摘のような形でその運用が十分なされていないということであれば、改めてその運用を徹底するように努めたいと思ってございます。
衆議院,厚生労働委員会,堀内照文,20161021,210,ぜひよろしくお願いしたいと思います。さきに紹介した、二〇〇九年、大阪の認可外で四カ月の男の子が亡くなった事件でも、施設からの報告では、十分ごとに触診をして午睡のチェックをしていたというものでありましたが、裁判の中で明らかになったのは、ゼロ歳から五歳、さらに学童児も含めた十七人を、本来三人で見るはずの体制のところ、有資格者の保育士が急遽休みになって欠員状態で、無資格者二人で保育していた。とてもじゃないけれども、当日の状況から見れば、そんな十分ごとに午睡チェックなんかできないということが客観的に明らかなんですが、一審では、その証言が採用されて、ＳＩＤＳとして敗訴しました。高裁でようやく、園唯一の有資格者である元職員が勇気を出して証言台に立っていただきまして、園の実態が明るみになって、実は経験の浅い二人で見ていたことで、窒息死だと施設の責任を認めたという判決になったんです。判決が出たのは昨年の十一月、亡くなってから実に六年なんですね。今、改善がというふうにありましたけれども、ぜひ家族の皆さんの思いを酌んで、そういうことがないようにしていただきたいと思っております。また、事故の検証の改善も大事だと思っています。この検証委員会のあり方についても、外部の者で構成されているということや、家族が推薦した専門家も入れてほしいという要望もあります。時間がありませんので、これはそういう要望があるということで、つけ加えておきたい、ぜひお願いしたいと思います。一方で、認可外の一つである、先ほどやりました企業主導型、この四月の施行以来、順次、事業者の応募があって、助成が決定されておりますが、この運営主体、関係する企業が主体となる場合はもちろんですが、いわゆる保育事業者が設置をして、複数も含めて、契約企業の従業員の子供たちや、それ以外の地域の子供たちも受け入れられる、そういう参入が可能になっています。この保育事業者というのは、従来認可園を経営していたような、そういう人も当然可能なんでしょうか。〔高鳥委員長代理退席、委員長着席〕
衆議院,厚生労働委員会,中島誠,20161021,211,企業主導型保育事業につきましては、子ども・子育て拠出金を負担していただいている事業主の方で、みずからまたは共同で設置していただく場合とともに、認可保育所等を運営しておられるような保育事業者さんが設置される場合についても対象となるというところでございます。
衆議院,厚生労働委員会,堀内照文,20161021,212,そして、この設置の場所も、企業内のみならず、事業所外でも、ショッピングセンターなんかでもできるわけでありまして、そうすると、従来は認可保育所を経営する、そんな力のある事業者が、同じような施設をつくるのに、保育士などの基準は緩い、しかし施設整備や運営の助成は認可並みにもらえるということで、企業主導型に参入した方がうまみがあると流れるということも否定できないんじゃないかと思うんです。現に、今、助成決定をした事業所を見ますと、三十二カ所、八百十人分、こういった保育事業者設置型だということであります。営利だけが目的でやろうなんというところばかりじゃないとはもちろん思うわけでありますが、ノウハウもあるわけですから、これからどんどん広がっていくという可能性もあるわけでありまして、本来認可を開設できるような事業者が、そういった何か安上がりで参入できるような企業主導型に流れるとなれば、保育の質を高めるということに逆行するんじゃないかと思うんです。この点、ちょっと通告していませんけれども、大臣、保育の質を高めるということでありますけれども、そういう形で、今まで認可をやるような力あるところが、いわば保育士の数も認可よりも基準が緩い、しかし、認可外であっても一定の助成もあるということで参入する。受け皿づくりを推進するといいながら、保育の質が低まるようなことになりはしないかと思うわけですけれども、御所見をいただきたいと思うんです。
衆議院,厚生労働委員会,塩崎恭久,20161021,213,今回、企業主導型ということで、かなり条件も緩和をして、受け皿の促進ということを打ち出しているわけでございます。一方で、保育の質を確保するということも当然大事であることは、先ほど来私からも申し上げているとおりでありまして、そこのところは、やはり待機児童の数を考え、そしてまた働く方々の働き方もいろいろありまして、そういう意味で、働く方々、お母さんたちに便利な、あるいはカップルにとって便利なものをできる限り用意すると同時に、質をどれだけ確保しつつそういうことをやっていくかということが大事なんだろうというふうに思いますので、オール・オア・ナッシングというわけではないんだろうというふうに思います。
衆議院,厚生労働委員会,堀内照文,20161021,214,もう終わりますけれども、十六日付の毎日新聞で、認可を運営する株式会社で、公定価格の積算では人件費相当分は大体七割ぐらいだと言われていますが、それではとてもできない、赤字だということで、人件費が大体三割台のところもあるというんですね。やはり資格者を置くというのはなかなか重いということで、今言いましたような懸念を私はするわけであります。質の確保が大事だと言っていただきました。ところが、概算要求を見ましたら、一つ、保育の予約制というのが言われています。四月入所に合わせて育休を短縮しなくていいように予約するというんですが、その予約の分、ほかの子が入れなくなるんじゃないかと聞きますと、いや、これは枠を拡大して対応するんですと。結局、定員よりさらに拡大して詰め込むだけじゃないかと私は思うんですね。もう一つは、サテライト型の小規模保育。小規模から三歳児が卒園する、私は三月九日のこの委員会でやりましたけれども、その行き場として、認可園を三歳以上に特化して、乳児はその施設のサテライトとして小規模をやるんだと。ゼロ、一、二歳、これは死亡事故が多いところで、その規制緩和をした小規模でいいのかと私はやはり思うわけであります。こういう点でも、質の確保といいながら、実際には受け皿確保で、新たなメニューは全部規制緩和だと。私は、これでは本当にいけないと思うわけでありまして、ぜひそれを転換して、本当に認可の保育所を思い切ってもっとふやす施策にこそ力を入れていただきたいということを重ねてお願いして、質問としたいと思います。ありがとうございました。
衆議院,厚生労働委員会,丹羽秀樹,20161021,215,次に、河野正美君。
衆議院,厚生労働委員会,河野正美,20161021,216,日本維新の会の河野正美です。今国会で、私は初めて厚生労働委員会の理事会のメンバーとさせていただきました。冒頭よりいきなり戸惑うことばかりでございましたが、こうしてようやく質問の機会が来ましたことをうれしく思っております。最初の方に、きょうの委員会も一時間ずれ込んだということで、いろいろ与党の先生方に対して厳しい声があったかと思います。私どもといたしましては、大臣所信の聴取が完全に終わらない中で閣法審議の話がどんどんどんどん進んでいってしまい、そして、そういったことに対してやはり真摯に、与党だけではなくて野党第一党の先生方も考えていただきたいなというふうに思っているところでございます。また、委員会セットがきのう六時半ぐらいになったかと思うんですけれども、そういったことで、我が党は公務員の制度改革、行財政改革を掲げている政党でございまして、なるべく残業をしていただかないようにしようということで、国対でも常に今言っているところなんでございますが、結果として、六時半過ぎに委員会がセットされるということで、もう既にそれで通告が残業の時間帯に入ってしまったということで、この辺もしっかりと与野党ともによろしくお願い申し上げます。そういったことをお話しさせていただいて、早速質問に入りたいと思っております。きょうは、最初は相模原の事件から伺いたいんですが、平成二十八年七月二十六日、神奈川県相模原市の津久井やまゆり園で発生した事件におきまして多くの犠牲者が出ました。心より御冥福をお祈り申し上げるところでございます。そして、二度とこういった事件を起こさないように、国会としてもしっかり対応しなければならないのかなと思っております。この事件を受けて、安倍総理は、施設の安全確保の強化、措置入院後のフォローアップなどを例示して、必要な対策を早急に検討し、できることから実行に移すようにと指示をされたかと思います。これまでに既に実行に移されたこと、また、いつまでに実行するか決まったようなことがあればお示しいただきたいと思います。
衆議院,厚生労働委員会,堀江裕,20161021,217,お答え申し上げます。御指摘の七月二十八日に行われました関係閣僚会議における総理からの指示を踏まえまして、八月八日に関係閣僚会議幹事会を開催し、十日には検証・検討チームを開催するなどの会議を経て、さまざまな対応を図ってきてございます。まず、八月十日、報道等を通じてこの事件に接した全国の障害者やその家族等の心のケアの充実について万全を期すため、適切な相談支援や必要な情報提供等を行うよう地方自治体や関係団体宛てに通知をいたしました。また、社会福祉施設等の利用者の安全確保のため、八月二十四日に閣議決定されました今般の平成二十八年度第二次補正予算案におきまして、障害者支援施設等について、非常通報装置、防犯カメラの設置や外構等の設置、修繕などの安全対策に要する費用への補助を盛り込み、十月十一日にその成立を見るとともに、九月十五日、事件の検証・検討チームにおいて確認した事実関係等を踏まえまして、社会福祉施設等における防犯に係る安全確保に向けた点検項目を通知としてお示ししたものでございます。検証・検討チームでは、九月十四日に事実関係の検証結果を取りまとめたところであり、直ちに九月二十日より再発防止策の検討を進めており、十一月にも取りまとめに向けまして検討を急ぐようにしてまいりたいと考えてございます。今後、速やかに障害者施設の防犯設備の設置等の対応を進めるとともに、検証・検討チームでまとめる再発防止策の具体化を図ってまいります。
衆議院,厚生労働委員会,河野正美,20161021,218,補正予算の中でも、御説明に我が党に来られましたときにちょっとお話をさせていただきましたが、防犯対策ということは言われていたんですが、やはり、そもそも精神障害者が退院された後のフォローアップというのがなかなかできていないのが現状だと思いますので、そっちの予算もしっかりつけないといけないのではないかなと思います。またそれは後で触れさせていただきます。今お話もありましたが、九月十四日、政府の検討チームによって中間取りまとめが公表されました。その中で、容疑者に措置入院の経験があったが、今回の事件は極めて特異なものであり、事件を機に精神障害者に偏見や、差別されることはあってはならないとの記述があります。事件を極めて特異なものと位置づけてしまっていいのかという問題であります。精神障害者に限らず、多くの障害者の方々は、差別や偏見を受けた経験を多く持っていらっしゃると思います。極めて特異なことだから気にしなくていいというような、社会全体がこの事件を他人事と捉えてしまうことになりはしないか、心配されるところであります。インターネット上では、容疑者が示したような考え方を簡単に開陳している方も多くいらっしゃいます。差別や偏見に満ちた言葉というのは世の中にたくさんあふれております。その言葉を実際に行動へと移したのが今回の事件じゃないかと思いますが、極めて特異的な出来事だからと片づけることはできないというふうに思います。障害者は決して特別な存在ではありません。そういったことから、オリンピック、パラリンピック等々もあって、だんだんメディアで取り上げられることも少なくなってしまったのかなというふうになりました。極めて特異的なことだからということで、そのままどんどん進んで事件が風化していくというのも看過できません。こうした懸念について、厚生労働省はどのように考えておられるか、伺いたいと思います。
衆議院,厚生労働委員会,堀江裕,20161021,219,御指摘の九月十四日の中間取りまとめで「極めて特異」と表現いたしましたのは、今回の事件により、地域で生活する精神障害者の方々に偏見や差別の目が向けられることは断じてあってはならないということを確認する文脈で表現されたものでございます。精神障害者の地域社会との交流、共生を進めてきたこれまでの流れは、精神障害者の人権擁護の観点から、また、全ての人々が、地域、暮らし、生きがいをともにつくり、高め合う地域共生社会の推進の観点から、決して揺るがしてはならないというふうに考えておりまして、その旨報告書に盛り込まれているところでございます。今回の事件は、十九人ものとうとい命が奪われ、二十七人が負傷してしまった非常に凄惨な事件でございます。実際に起こってしまったことを重く受けとめまして、議員の御指摘のとおり、事件を風化させることなく、再発防止策の取りまとめに向けて、しっかり取り組んでまいりたいと考えてございます。
衆議院,厚生労働委員会,河野正美,20161021,220,私が精神科医として臨床の現場におったときにあの池田小学校の事件がありまして、町で、統合失調症で退院してようやく社会生活を始めたばかりの人が、こういう事件を起こされて精神障害者だといって名乗られると僕たちが一番つらい思いをするんだということを外来の診察室で憤っておったのが本当によみがえってきますので、よろしくお願いいたします。神奈川県では、この事件だけではなく、施設入所者を狙った無差別な犯罪が相次いでおります。事件前の昨年は、川崎市の老人ホームの入所者三人がその施設の職員によって転落死させられるという事件が新聞報道であったかと思います。事件後の、先月になって、今度は横浜市で、病院の入院患者が何者かにより点滴に異物を入れられて亡くなったということが報道されております。たまたま神奈川県ということなのかもしれませんが、いずれにせよ、お年寄りであるとか患者さん、障害者など抵抗しにくい方々を無差別に殺傷する事件が続いて発生しており、社会全体を脅かす事態が進んでいるのではないかと危惧しております。塩崎厚生労働大臣の所感を伺いたいと思います。
衆議院,厚生労働委員会,塩崎恭久,20161021,221,確かに、打ち続いて発生をいたしております、神奈川県にあってのさまざまな事件がございましたけれども、中には、現在まだ警察で捜査をしているというようなものもありまして、全容も明らかになっていない事案もございますが、高齢者あるいは障害者といった弱い立場に置かれている方々のとうとい命が奪われる事件が相次いでいるわけでありますので、これはもう非常に残念なことであり、また、許されることでは決してないというふうに思います。厚生労働省では、川崎市の事件では、施設の運営会社の親会社に対して業務管理体制の改善勧告等を行ってまいりました。それから、相模原の事件では、事件発生後、速やかに、事実関係を検証して再発防止策を検討するためのチームを立ち上げるなどの対応を行ってきております。一人一人の命の重さ、あるいは、介護や療養を必要としているか否か、障害があるか否かによって少しも命の重さという意味では変わらないわけでありまして、こうした事件が二度と起こらないようにするためにも、関係省庁とも連携しながら、全ての人々がお互いの人格と個性を尊重し合いながら共生できる社会を実現するとともに、それぞれの問題について、何が欠けていて、何を足さなければいけないのか、あるいは、今までやってきて当たり前と思っていることが問題として浮き彫りになってくることも多々あろうかと思いますので、虚心坦懐に、どうあるべきかについて、それぞれのケースについてよく見て対応していかなければいけないというふうに思っております。
衆議院,厚生労働委員会,河野正美,20161021,222,お示しした三件のうち、施設で働いていた方が起こした事故というのもございます。そういった中で、私も医学部を出たわけですけれども、医療関係の大学とか学校を出られた方というのは、医の倫理であるとか生命倫理について相当時間もかけて勉強しているんじゃないかなと思います。そういったことをもって就労されていた方々がそういうふうな事件を起こしてしまうというのは、極めてゆゆしき事態じゃないかなと思います。実際に入所している方々やその御家族の不安は尽きないと思いますし、現場で一生懸命に患者さん、入所者さんを支えている職員の方々にとっても、この事件で受けた衝撃というのは極めて大きいのではないのかなというふうに思います。そういった意味で、今、厳しい労働環境の中で、低賃金とも言われておりますが、そういった中で一生懸命働いている人がいる一方で、こういった事件を起こしてしまう方がいる。病んでいる職場になりつつあるのかなという懸念もございます。改めて、この辺、厚生労働大臣、いかがでしょうか。
衆議院,厚生労働委員会,塩崎恭久,20161021,223,御指摘のように、施設で働いていらっしゃる方が重大な事件を起こすということで、余りそういうケースは今まで続いて接するようなことがなかったわけでありますので、そういう意味では、非常に、私どもももちろんでありますけれども、むしろ、入所をされている施設の方々、そして、ともに働いていらっしゃる方々、そしてまた、そこの関連する御家族や入所している方の御家族などに思いをいたすと、やはり、安心して生活できるような場としてもう一回立ち直ってもらうような手だてを私どもとしても考えていかなければいけないんじゃないかというふうに思っているわけでございます。今般、ニッポン一億総活躍プランが閣議決定をされておりますけれども、介護や障害福祉に携わる従業員の処遇改善に向けた取り組みをさらに進めることとしております。これまでも、処遇改善に際しては、ミーティングなどによる職場内のコミュニケーションの円滑化、あるいは心の健康管理面の強化といった労働環境の整備を事業者に求めておりまして、今後もさらなる労働環境の向上を進めていかなければならないというふうに思っております。今後、川崎あるいは相模原、こういった事件につきましては、裁判や捜査の進展を通じて、職員が犯行に至った経緯などが明らかになってくると思うわけでありますので、引き続き、入所者あるいは職員の方々が安心、安全に生活し、働くことのできる環境の整備に、私どもとして何が対応として必要なのか、よく考えていかなければならないというふうに思います。
衆議院,厚生労働委員会,河野正美,20161021,224,先ほどお話ししましたように、やはり、医療、介護の現場で働く人というのは、本当にそういった病める人を治していきたい、お手伝いをしたい、いろいろな思いで入ってこられるんだと思いますけれども、厳しい労働環境、低賃金と言われる中で、本当に何か病んでしまっているんじゃないのかなという懸念もありますので、しっかりとそういったところで、本当は患者さんを治す人が逆に傷をつけてしまうというような不幸な事態にならないように手だてをとっていかなければいけないのかなと思っております。また、先ほどちょっと答弁の中にもありましたが、安全面ということで、防犯カメラであるとかそういったことを言われます。私、精神科でしたので、まだ当時はカメラというのは物すごく高かったので、二十年以上前とか、なかなかつけられないんですが、特別に保護室であるとか廊下の一部、大学病院でもつけていたと思います。そういった中で、患者さん自体は、監視されているということを非常に嫌って、またそれから妄想に発展する方もいらっしゃいましたので、そういったことを考えると、防犯というようなものも極めて難しい問題があるんじゃないかなと思います。そういった意味も含めて、措置入院患者さんの処遇であるとか精神障害者の支援ということに対して非常に厳しい問題があるんじゃないかなと思いますが、この辺、大臣は、ちょっとざっくりとした感じで、いかがでしょうか。
